tic_id,hostname,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,sy_dist,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,tran_flag,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
"TIC 353181458","HD 152581",5.140000,,,1.300000,,,5027.00,,,165.76000000,"b",686.50000000000,4.80000000000,-4.80000000000,13.40000000,,,594.02427000,22.56593000,-22.56593000,"Msini",,,,0.040000,0.031000,-0.031000,0,,,
"TIC 248320609","HD 159868",2.130000,,,1.190000,,,5534.00,,,55.85030000,"b",1184.10000000000,7.10000000000,-7.10000000000,13.30000000,,,704.94694000,18.75197000,-18.75197000,"Msini",,,,0.024000,0.019000,-0.019000,0,,,
"TIC 145750719","HATS-60",1.460000,0.024000,-0.024000,1.097000,0.010000,-0.016000,5688.00,20.00,-20.00,486.47400000,"b",3.56082900000,0.00003200000,-0.00003200000,12.92397700,0.59407700,-0.59407700,210.40346000,17.48065000,-17.48065000,"Mass",86.28000,0.35000,-0.35000,0.191000,,,1,2458015.72358000,0.00085000,-0.00085000
"TIC 279246287","HD 51608",0.916136,0.020985,-0.056048,0.800000,,,5358.00,22.00,-22.00,35.05530000,"b",14.07260000000,0.00160000000,-0.00160000000,3.62000000,,,12.77000000,1.20000000,-1.19000000,"Msini",,,,0.090000,0.040000,-0.040000,0,,,
"TIC 49831913","HD 45184",1.075139,0.024903,-0.024903,1.030000,,,5869.00,14.00,-14.00,21.95320000,"b",5.88540000000,0.00030000000,-0.00030000000,3.52000000,,,12.19000000,1.06000000,-1.03000000,"Msini",,,,0.070000,0.050000,-0.050000,0,2455946.53000000,0.28000000,-0.25000000
"TIC 187273811","K2-192",0.810000,0.010000,-0.010000,0.900000,0.010000,-0.010000,5222.00,48.00,-48.00,221.75300000,"b",4.16281700000,0.00043200000,-0.00044700000,1.52000000,0.13000000,-0.13000000,2.92000000,,,"M-R relationship",88.39205,1.12023,-2.11777,,,,1,2457220.44400000,0.00450000,-0.00438000
"TIC 42004825","Gaia-5",0.345000,0.013000,-0.013000,0.339000,0.027000,-0.030000,3447.00,77.00,-77.00,41.18130000,"b",358.62000000000,0.20000000000,-0.20000000000,12.10000000,,,6633.07885409,168.44905571,-165.27077164,"Mass",129.70000,1.00000,-1.00000,0.642300,0.002600,-0.002600,0,,,
"TIC 741596","K2-193",0.980000,0.020000,-0.020000,1.010000,0.050000,-0.050000,5817.00,173.00,-173.00,411.92300000,"b",14.78688900000,0.00080300000,-0.00081000000,3.95000000,0.12000000,-0.12000000,14.80000000,,,"M-R relationship",89.19255,0.55883,-0.76013,,,,1,2457224.26116000,0.00186000,-0.00192000
"TIC 232620788","HD 163607",1.760000,,,1.120000,,,5522.00,,,67.78550000,"c",1272.00000000000,4.40000000000,-4.40000000000,13.30000000,,,699.54383000,11.75971000,-11.75971000,"Msini",,,,0.080000,0.014000,-0.014000,0,,,
"TIC 44745133","HATS-61",1.664000,0.024000,-0.024000,1.076000,0.014000,-0.014000,5542.00,21.00,-21.00,679.76100000,"b",7.81795300000,0.00002400000,-0.00002400000,13.39475500,0.75100300,-0.75100300,1080.62200000,44.49620000,-44.49620000,"Mass",87.15000,0.18000,-0.18000,0.092000,,,1,2457673.06110000,0.00140000,-0.00140000
"TIC 144503312","HD 20781",0.833609,0.023910,-0.022175,0.700000,,,5256.00,29.00,-29.00,35.97150000,"d",29.15800000000,0.01020000000,-0.01000000000,3.25000000,,,10.61000000,1.20000000,-1.19000000,"Msini",,,,0.110000,0.050000,-0.060000,0,,,
"TIC 144503312","HD 20781",0.833609,0.023910,-0.022175,0.700000,,,5256.00,29.00,-29.00,35.97150000,"e",85.50730000000,0.09830000000,-0.09470000000,3.83000000,,,14.03000000,1.56000000,-1.56000000,"Msini",,,,0.060000,0.060000,-0.040000,0,,,
"TIC 179032688","K2-197",0.930000,0.010000,-0.010000,1.000000,0.020000,-0.020000,5667.00,58.00,-58.00,247.63700000,"b",8.35788100000,0.00071000000,-0.00068600000,2.56000000,0.16000000,-0.16000000,7.08000000,,,"M-R relationship",88.50928,1.08066,-1.88454,,,,1,2457218.18248000,0.00364000,-0.00373000
"TIC 213721036","HD 185269",2.000000,,,1.300000,,,5923.00,,,51.99170000,"b",6.83776000000,0.00027000000,-0.00027000000,13.80000000,,,321.00830000,4.44962000,-4.44962000,"Msini",,,,0.229000,0.014000,-0.014000,0,,,
"TIC 399334674","HD 192699",4.410000,,,1.380000,,,5041.00,,,71.86270000,"b",340.94000000000,0.92000000000,-0.92000000000,13.40000000,,,666.17168000,29.55819000,-29.55819000,"Msini",,,,0.082000,0.041000,-0.041000,0,,,
"TIC 178879588","HATS-63",1.070000,0.012000,-0.012000,0.931000,0.019000,-0.019000,5627.00,18.00,-18.00,623.23200000,"b",3.05665270000,0.00000490000,-0.00000490000,13.52926300,0.43715100,-0.43715100,305.11680000,38.13960000,-38.13960000,"Mass",84.86000,0.19000,-0.19000,0.136000,,,1,2457659.93755000,0.00089000,-0.00089000
"TIC 184914317","K2-264",0.473000,0.011000,-0.011000,0.496000,0.013000,-0.013000,3660.00,80.00,-45.00,185.60500000,"b",5.84000200000,0.00067600000,-0.00060200000,2.23100000,0.15100000,-0.14500000,5.61000000,,,"M-R relationship",89.01000,0.58000,-0.40000,0.500000,,,1,2458102.59177000,0.00428000,-0.00523000
"TIC 381856447","WASP-145 A",0.680000,0.070000,-0.070000,0.760000,0.040000,-0.040000,4900.00,150.00,-150.00,91.29900000,"b",1.76903810000,0.00000080000,-0.00000080000,10.08810000,4.48360000,-4.48360000,282.86870000,12.71320000,-12.71320000,"Mass",83.30000,1.30000,-1.30000,0.000000,,,1,2456844.16526000,0.00026000,-0.00026000
"TIC 709015","K2-279",0.860000,0.010000,-0.010000,0.790000,0.030000,-0.030000,5558.00,70.00,-70.00,182.98300000,"b",7.12260500000,0.00164700000,-0.00160100000,1.21000000,0.14000000,-0.14000000,1.92000000,,,"M-R relationship",,,,,,,1,2457222.13278000,0.00782000,-0.00833000
"TIC 408316773","HD 200964",4.920000,,,1.390000,,,4982.00,,,72.59220000,"b",606.30000000000,3.80000000000,-3.80000000000,13.50000000,,,508.21017000,21.29461000,-21.29461000,"Msini",,,,0.087000,0.035000,-0.035000,0,,,
"TIC 408316773","HD 200964",4.920000,,,1.390000,,,4982.00,,,72.59220000,"c",852.50000000000,7.10000000000,-7.10000000000,13.70000000,,,385.84562000,22.88376000,-22.88376000,"Msini",,,,0.243000,0.047000,-0.047000,0,,,
"TIC 135043332","K2-198",0.757000,0.035000,-0.016000,0.799000,0.091000,-0.045000,5212.90,99.00,-49.20,110.56700000,"c",3.35960550000,0.00000400000,-0.00000210000,1.42300000,0.08100000,-0.03600000,2.61000000,,,"M-R relationship",86.49400,0.26800,-0.08800,,,,1,2457215.03200000,0.00190000,-0.00170000
"TIC 63130782","Kepler-763",0.843000,0.040000,-0.060000,0.800000,0.048000,-0.028000,4999.00,79.00,-79.00,962.45900000,"d",6.50327035000,0.00003134000,-0.00003134000,1.67000000,0.08000000,-0.12000000,3.43000000,,,"M-R relationship",89.76000,,,0.000000,,,1,2454968.26657000,0.00357000,-0.00357000
"TIC 237933846","HD 25171",1.230000,0.045000,-0.045000,1.076000,0.021000,-0.021000,6125.00,21.00,-21.00,55.61460000,"b",1802.29000000000,24.12000000000,-22.92000000000,13.90000000,,,290.81445000,3.49613000,-3.81396000,"Msini",,,,0.042000,0.046000,-0.029000,0,,,
"TIC 311924816","HD 23127",1.490000,0.104000,-0.104000,1.208000,0.045000,-0.045000,5843.00,52.00,-52.00,93.85550000,"b",1211.17000000000,11.11000000000,-8.91000000000,13.50000000,,,485.32641000,11.75971000,-12.07754000,"Msini",,,,0.406000,0.083000,-0.090000,0,,,
"TIC 66650754","HD 38801",2.029000,0.286000,-0.286000,1.207000,0.108000,-0.108000,5338.00,59.00,-59.00,91.43490000,"b",685.25000000000,0.85000000000,-0.85000000000,12.50000000,,,3082.31534000,182.11659000,-186.56621000,"Msini",,,,0.017000,0.013000,-0.011000,0,,,
"TIC 175261852","K2-146",0.330000,0.010000,-0.010000,0.331000,0.009000,-0.009000,3385.00,70.00,-70.00,79.30020000,"c",4.00498000000,0.00011000000,-0.00011000000,2.19000000,0.07000000,-0.07000000,7.49000000,0.24000000,-0.24000000,"Mass",87.54000,0.04000,-0.04000,0.075000,0.016000,-0.016000,1,2458204.13160000,0.00070000,-0.00070000
"TIC 175261852","K2-146",0.330000,0.010000,-0.010000,0.331000,0.009000,-0.009000,3385.00,70.00,-70.00,79.30020000,"b",2.64460000000,0.00006000000,-0.00006000000,2.05000000,0.06000000,-0.06000000,5.77000000,0.18000000,-0.18000000,"Mass",88.93000,0.11000,-0.11000,0.129000,0.019000,-0.019000,1,2458204.59020000,0.00050000,-0.00050000
"TIC 43400838","HD 4208",0.846000,0.028000,-0.028000,0.883000,0.024000,-0.024000,5717.00,33.00,-33.00,34.19370000,"b",832.97000000000,2.15000000000,-1.89000000000,13.90000000,,,257.44230000,4.44962000,-4.76745000,"Msini",,,,0.042000,0.039000,-0.029000,0,2452114.00000000,10.00000000,-9.80000000
"TIC 399870368","HAT-P-70",1.858000,0.119000,-0.091000,1.890000,0.010000,-0.013000,8450.00,540.00,-690.00,330.73900000,"b",2.74432452000,0.00000079000,-0.00000068000,20.96083000,1.68135000,-1.12090000,2154.88740000,,,"Mass",96.50000,1.42000,-0.91000,0.000000,,,1,2458439.57519000,0.00045000,-0.00037000
"TIC 379929661","HAT-P-69",1.926000,0.060000,-0.031000,1.648000,0.058000,-0.026000,7394.00,360.00,-600.00,341.26300000,"b",4.78694910000,0.00000180000,-0.00000210000,18.78628400,0.57165900,-0.36989700,1137.83140000,184.34140000,-184.34140000,"Mass",87.19000,0.52000,-0.72000,0.000000,,,1,2458495.78861000,0.00072000,-0.00073000
"TIC 399822422","Kepler-205",0.546000,0.022000,-0.022000,0.592000,0.014000,-0.014000,4321.00,100.00,-100.00,159.72000000,"c",20.30654600000,0.00003800000,-0.00003800000,1.64000000,0.12000000,-0.12000000,3.33000000,,,"M-R relationship",89.00000,,,0.000000,,,1,2455005.65620000,0.00113000,-0.00113000
"TIC 610976842","K2-295",0.700000,0.020000,-0.020000,0.740000,0.040000,-0.040000,4444.00,70.00,-70.00,232.80100000,"b",4.02486700000,0.00001500000,-0.00001500000,10.05447300,0.12329900,-0.05604500,106.47305000,19.70546000,-19.70546000,"Mass",89.30000,0.46000,-0.62000,0.000000,,,1,2457395.41404980,0.00000120,-0.00000120
"TIC 150096001","K2-133",0.455000,0.022000,-0.022000,0.461000,0.011000,-0.011000,3655.00,80.00,-80.00,75.17030000,"b",3.07133000000,0.00011000000,-0.00011000000,1.34000000,0.07700000,-0.07600000,2.36000000,,,"M-R relationship",87.60000,0.18000,-0.15000,,,,1,2457821.31500000,0.00160000,-0.00150000
"TIC 53175558","HD 50499",1.351000,0.054000,-0.054000,1.253000,0.020000,-0.020000,6102.00,54.00,-54.00,46.28450000,"b",2447.10000000000,21.92000000000,-21.72000000000,13.50000000,,,519.96988000,5.40311000,-5.40311000,"Msini",,,,0.266000,0.044000,-0.044000,0,2455005.00000000,74.00000000,-76.00000000
"TIC 164892125","Kepler-1996",0.675000,0.046000,-0.021000,0.748000,0.027000,-0.043000,4580.00,92.00,-92.00,440.56100000,"c",92.72972480000,0.00039800000,-0.00039800000,2.81000000,0.20000000,-0.08000000,8.30000000,,,"M-R relationship",89.19000,,,0.000000,,,1,2455010.43808000,0.00347000,-0.00347000
"TIC 26488618","Kepler-2001",0.770000,0.095000,-0.055000,0.864000,0.049000,-0.085000,5081.00,166.00,-136.00,776.55000000,"c",14.09258318900,,,1.82000000,0.23000000,-0.13000000,3.97000000,,,"M-R relationship",88.45000,,,0.000000,,,1,2454974.14470660,,
"TIC 150096001","K2-133",0.455000,0.022000,-0.022000,0.461000,0.011000,-0.011000,3655.00,80.00,-80.00,75.17030000,"d",11.02454000000,0.00036000000,-0.00035000000,2.00300000,0.10700000,-0.10700000,4.67000000,,,"M-R relationship",89.40000,0.10000,-0.08000,,,,1,2457826.17090000,0.00120000,-0.00120000
"TIC 150096001","K2-133",0.455000,0.022000,-0.022000,0.461000,0.011000,-0.011000,3655.00,80.00,-80.00,75.17030000,"e",26.58410000000,0.00180000000,-0.00170000000,1.73000000,0.14000000,-0.13000000,3.64000000,,,"M-R relationship",89.16400,0.01200,-0.01000,,,,1,2457837.86570000,0.00220000,-0.00230000
"TIC 266015990","EPIC 220674823",0.990000,0.012000,-0.012000,0.913000,0.024000,-0.024000,5578.00,46.00,-46.00,244.59000000,"c",13.33989000000,0.00068000000,-0.00070000000,2.84000000,0.10000000,-0.08000000,7.32000000,2.49000000,-2.38000000,"Mass",88.62000,0.40000,-0.17000,0.170000,0.110000,-0.110000,1,2457405.73200000,0.00160000,-0.00160000
"TIC 38698692","HD 28471",1.080000,0.057000,-0.057000,0.980000,0.044000,-0.044000,5766.00,101.00,-101.00,43.64550000,"b",3.16490000000,0.00020000000,-0.00030000000,1.75000000,,,3.72000000,0.40000000,-0.43000000,"Msini",,,,0.195000,0.061000,-0.073000,0,2452945.80600000,,
"TIC 379117362","HR 5183",1.530000,0.060000,-0.050000,1.070000,0.040000,-0.040000,5794.00,100.00,-100.00,31.46070000,"b",27000.00000000000,16000.00000000000,-8000.00000000000,13.10000000,,,1052.01202717,50.85254512,-38.13940884,"Mass",80.30000,6.70000,-9.40000,0.840000,0.040000,-0.040000,0,2458960.00000000,44.00000000,-45.00000000
"TIC 164721823","Kepler-1995",0.930000,0.481000,-0.144000,0.847000,0.068000,-0.049000,5029.00,192.00,-174.00,595.33100000,"b",73.75788750000,0.00043040000,-0.00043040000,4.28000000,2.21000000,-0.66000000,16.90000000,,,"M-R relationship",89.74000,,,0.000000,,,1,2455016.72348000,0.00488000,-0.00488000
"TIC 377171980","K2-166",1.610000,0.040000,-0.040000,1.073000,0.034000,-0.034000,5960.00,52.00,-53.00,476.88200000,"c",3.80464000000,0.00091000000,-0.00105000000,1.22000000,0.21000000,-0.17000000,1.98000000,,,"M-R relationship",,,,,,,1,2457621.22270000,0.00510000,-0.00530000
"TIC 27083727","Kepler-23",1.548000,0.048000,-0.048000,1.078000,0.077000,-0.077000,5828.00,100.00,-100.00,835.75600000,"d",15.27000000000,,,2.20600000,0.05700000,-0.05700000,4.44000000,1.30000000,-1.21000000,"Mass",89.54000,,,0.010000,0.014000,-0.008000,1,2454980.58105000,0.00205000,-0.00205000
"TIC 386259537","WASP-169",2.011000,0.188000,-0.089000,1.337000,0.083000,-0.083000,6110.00,101.00,-101.00,627.06600000,"b",5.61141180000,0.00000920000,-0.00000920000,14.61653600,1.68135000,-0.81825700,178.30263000,19.38763000,-19.38763000,"Mass",87.90000,1.40000,-2.00000,0.000000,,,1,2457697.01760000,0.00140000,-0.00140000
"TIC 162922904","WASP-171",1.637000,0.091000,-0.046000,1.171000,0.058000,-0.058000,5965.00,100.00,-100.00,757.84000000,"b",3.81862440000,0.00000380000,-0.00000380000,10.98482000,0.78463000,-0.44836000,344.52772000,29.87602000,-29.87602000,"Mass",88.30000,1.10000,-1.90000,0.000000,,,1,2458059.82950000,0.00110000,-0.00110000
"TIC 121603794","Kepler-130",1.127000,0.033000,-0.033000,0.927000,0.026500,-0.026500,5884.00,75.00,-75.00,316.66300000,"b",8.45745800000,0.00003900000,-0.00003900000,1.02000000,0.04000000,-0.04000000,1.04000000,,,"M-R relationship",88.36000,,,0.150000,0.140000,-0.150000,1,2454972.06666000,0.00269000,-0.00269000
"TIC 281886199","K2-16",0.544000,0.012000,-0.021000,0.670000,0.030000,-0.040000,4761.00,50.00,-57.00,334.96700000,"d",2.71578000000,0.00031000000,-0.00031000000,1.03000000,0.08500000,-0.08600000,1.08000000,,,"M-R relationship",,,,,,,1,2456850.49630000,0.00290000,-0.00290000
,"OGLE-2018-BLG-0596L",,,,0.231000,0.028000,-0.028000,,,,5650.00000000,"b",,,,3.81000000,,,13.93000000,1.56000000,-1.56000000,"Mass",,,,,,,0,,,
,"OGLE-2018-BLG-1011L",,,,0.180000,0.330000,-0.100000,,,,7100.00000000,"b",,,,13.50000000,,,570.00000000,1100.00000000,-350.00000000,"Mass",,,,,,,0,,,
"TIC 448589187","WASP-175",1.204000,0.064000,-0.064000,1.212000,0.045000,-0.045000,6229.00,100.00,-100.00,539.36000000,"b",3.06529070000,0.00000110000,-0.00000160000,13.54047200,0.90792900,-0.90792900,314.65170000,41.31790000,-41.31790000,"Mass",85.33000,0.62000,-0.62000,0.000000,,,1,2457143.78886000,0.00034000,-0.00034000
"TIC 122450762","Kepler-975",1.667000,1.082000,-0.983000,0.951000,0.198000,-0.144000,4883.00,146.00,-132.00,426.08800000,"c",5.05821338000,0.00000473800,-0.00000473800,10.69000000,6.94000000,-6.30000000,80.20000000,,,"M-R relationship",85.01000,,,0.000000,,,1,2454968.70245400,0.00078700,-0.00078700
"TIC 250956593","EPIC 206317286",0.669000,0.037000,-0.050000,0.711000,0.090000,-0.025000,4752.00,138.00,-138.00,314.35000000,"b",1.58252000000,0.00017000000,-0.00018000000,0.96000000,0.11000000,-0.15000000,0.84000000,,,"M-R relationship",,,,,,,1,2457011.33270000,0.00240000,-0.00240000
"TIC 371234684","HAT-P-9",1.338000,0.065000,-0.060000,1.281000,0.057000,-0.056000,6350.00,150.00,-150.00,455.20300000,"b",3.92281072000,0.00000102000,-0.00000102000,15.61413700,0.75100300,-0.72858500,238.05467000,20.34112000,-20.02329000,"Mass",86.44000,0.37000,-0.36000,0.084000,0.052000,-0.047000,1,2455484.91308800,0.00038600,-0.00038600
"TIC 122375047","Kepler-19",0.859000,0.018000,-0.018000,0.936000,0.040000,-0.040000,5544.00,20.00,-20.00,218.56200000,"c",28.73100000000,0.01200000000,-0.00500000000,3.68000000,,,13.10000000,2.70000000,-2.70000000,"Mass",,,,0.210000,0.050000,-0.070000,0,,,
"TIC 271958892","Kepler-1987",0.714000,0.068000,-0.049000,0.799000,0.041000,-0.081000,4769.00,172.00,-172.00,595.68300000,"c",3.64830183000,0.00001621000,-0.00001621000,1.33000000,0.12000000,-0.09000000,2.33000000,,,"M-R relationship",89.75000,,,0.000000,,,1,2455188.39128000,0.00307000,-0.00307000
"TIC 297146957","EPIC 212499991",0.757541,0.012556,-0.013135,0.912000,0.037000,-0.162000,4982.79,43.77,-40.79,283.29000000,"b",34.88500000000,0.01100000000,-0.01000000000,1.60000000,0.13000000,-0.16000000,3.19000000,,,"M-R relationship",,,,,,,1,2457280.62540000,0.00810000,-0.00960000
"TIC 120571842","Kepler-9",0.958000,0.020000,-0.020000,1.022000,0.029000,-0.039000,5774.00,60.00,-60.00,628.25700000,"c",38.98530000000,0.00030000000,-0.00030000000,8.08000000,0.54000000,-0.41000000,29.90000000,1.10000000,-1.30000000,"Mass",89.18800,0.00500,-0.00600,0.066910,0.000100,-0.000120,1,2454968.84000000,0.20000000,-0.20000000
"TIC 374530847","WASP-2",0.866000,0.031000,-0.030000,0.895000,0.077000,-0.072000,5180.00,190.00,-190.00,153.24200000,"b",2.15217500000,0.00001200000,-0.00001100000,12.11692900,0.45956900,-0.44836000,295.89973000,19.06980000,-18.43414000,"Mass",84.49000,0.17000,-0.18000,0.005400,0.009000,-0.004400,1,2458339.00342000,0.00028000,-0.00027000
"TIC 12862099","WASP-44",0.906000,0.053000,-0.050000,0.935000,0.054000,-0.052000,5420.00,100.00,-100.00,364.51200000,"b",2.42380400000,0.00000800000,-0.00000800000,12.32990000,0.90792900,-0.85188400,276.51210000,20.02329000,-19.70546000,"Mass",86.21000,0.68000,-0.64000,0.000000,,,1,2458338.10238400,0.00036400,-0.00037400
"TIC 382391899","WASP-50",0.843000,0.031000,-0.031000,0.892000,0.080000,-0.074000,5400.00,100.00,-100.00,184.84800000,"b",1.95510000000,0.00000500000,-0.00000500000,13.06969400,0.48198700,-0.48198700,466.82870400,29.24036000,-29.24036000,"Mass",84.88000,0.27000,-0.27000,0.009000,0.011000,-0.006000,1,2458411.09342000,0.00005500,-0.00005500
"TIC 440109725","GJ 15 A",0.380000,0.050000,-0.050000,0.380000,0.050000,-0.050000,3607.00,68.00,-68.00,3.56228000,"b",11.44070000000,0.00170000000,-0.00160000000,1.55000000,,,3.03000000,0.46000000,-0.44000000,"Msini",,,,0.094000,0.091000,-0.065000,0,2455783.63000000,0.31000000,-0.24000000
"TIC 417659212","Kepler-619",0.964000,0.303000,-0.101000,1.041000,0.139000,-0.139000,6122.00,169.00,-190.00,900.67800000,"d",11.67894236000,0.00002452000,-0.00002452000,4.17000000,1.31000000,-0.44000000,16.20000000,,,"M-R relationship",88.28000,,,0.000000,,,1,2454964.51190000,0.00177000,-0.00177000
"TIC 63368895","Kepler-1869",0.902000,0.138000,-0.046000,0.987000,0.049000,-0.078000,5808.00,105.00,-128.00,113.02500000,"c",1.71682830400,0.00000940800,-0.00000940800,0.74000000,0.12000000,-0.03000000,0.33000000,,,"M-R relationship",81.38000,,,0.000000,,,1,2454965.03204000,0.00439000,-0.00439000
"TIC 273043474","Kepler-1994",0.961000,0.115000,-0.086000,0.932000,0.052000,-0.047000,5495.00,74.00,-82.00,241.99100000,"b",4.61225043000,0.00003445000,-0.00003445000,0.51000000,0.06000000,-0.05000000,0.08700000,,,"M-R relationship",89.95000,,,0.000000,,,1,2454966.86134000,0.00535000,-0.00535000
"TIC 121731834","Kepler-65",1.437000,0.032000,-0.027000,1.248000,0.018000,-0.021000,6220.00,44.35,-43.86,303.72800000,"e",258.80000000000,1.50000000000,-1.30000000000,13.90000000,,,260.00000000,200.00000000,-50.00000000,"Mass",127.00000,27.00000,-25.00000,0.283000,0.064000,-0.071000,0,2455945.40000000,6.80000000,-8.20000000
"TIC 411697517","K2-308",1.240000,0.100000,-0.100000,1.090000,0.090000,-0.090000,6100.00,263.00,-263.00,1314.53000000,"b",3.38628000000,0.00002000000,-0.00002000000,9.91600000,0.98500000,-0.98500000,70.60000000,,,"M-R relationship",88.44000,1.09000,-1.91000,,,,1,2457823.22330000,0.00060000,-0.00060000
"TIC 392876254","EPIC 248847494",2.700000,0.120000,-0.120000,0.900000,0.090000,-0.090000,4898.00,68.00,-68.00,551.88600000,"b",3650.00000000000,1280.00000000000,-1130.00000000000,12.44199000,0.78463000,-0.78463000,4131.79000000,,,"Mass",89.87000,0.02000,-0.03000,0.000000,,,1,2457967.17000000,0.01000000,-0.01000000
"TIC 440109725","GJ 15 A",0.380000,0.050000,-0.050000,0.380000,0.050000,-0.050000,3607.00,68.00,-68.00,3.56228000,"c",7600.00000000000,2200.00000000000,-1700.00000000000,6.67000000,,,36.00000000,25.00000000,-18.00000000,"Msini",,,,0.270000,0.280000,-0.190000,0,,,
"TIC 271548206","Kepler-47",0.936000,0.005000,-0.005000,0.957000,0.013000,-0.015000,5636.00,100.00,-100.00,1025.02000000,"b",49.46430000000,0.00810000000,-0.00740000000,3.05000000,0.04000000,-0.04000000,2.07000000,23.70000000,-2.07000000,"Mass",89.75200,0.06300,-0.04500,0.021000,0.002500,-0.002200,1,2454968.64270000,0.00430000,-0.00490000
"TIC 27848472","WASP-3",1.440000,0.120000,-0.120000,1.620000,0.530000,-0.530000,6400.00,100.00,-100.00,231.16100000,"b",1.84683000000,0.00000200000,-0.00000200000,15.91678000,1.90553000,-1.90553000,772.32690000,168.44990000,-168.44990000,"Mass",85.06000,0.16000,-0.16000,0.000000,,,1,2455554.83317000,0.00007000,-0.00007000
"TIC 267263253","HD 2685",1.560000,0.050000,-0.050000,1.430000,0.050000,-0.040000,6801.00,76.00,-76.00,196.85200000,"b",4.12688000000,0.00005000000,-0.00004000000,16.14096000,0.56045000,-0.56045000,371.86110000,38.13960000,-38.13960000,"Mass",89.25200,0.41500,-0.44400,0.091000,0.039000,-0.047000,1,2458325.78297000,0.00020000,-0.00020000
"TIC 670036","EPIC 212737443",0.673000,0.024000,-0.024000,0.690000,0.038000,-0.038000,4684.00,79.00,-79.00,336.25000000,"b",13.60300000000,0.00130000000,-0.00130000000,2.58600000,0.12600000,-0.12600000,7.20000000,,,"M-R relationship",89.07100,0.16100,-0.16100,0.200000,0.200000,-0.200000,1,2457234.97000000,0.00400000,-0.00400000
"TIC 271548206","Kepler-47",0.936000,0.005000,-0.005000,0.957000,0.013000,-0.015000,5636.00,100.00,-100.00,1025.02000000,"c",303.22700000000,0.06200000000,-0.02700000000,4.65000000,0.09000000,-0.07000000,3.17000000,2.18000000,-1.25000000,"Mass",90.19250,0.00550,-0.00420,0.044000,0.029000,-0.019000,1,2454944.36200000,0.06700000,-0.04600000
"TIC 246902275","GJ 180",0.413049,0.012311,-0.012311,0.430000,,,3371.00,,,11.94070000,"c",24.32900000000,0.05200000000,-0.06600000000,2.41000000,,,6.40000000,3.70000000,-4.10000000,"Msini",,,,0.090000,0.200000,-0.090000,0,,,
"TIC 16909043","GJ 682",0.298255,0.008912,-0.008912,0.270000,,,3028.00,,,5.00671000,"b",17.47800000000,0.06200000000,-0.04000000000,1.93000000,,,4.40000000,3.70000000,-2.40000000,"Msini",,,,0.080000,0.190000,-0.080000,0,,,
"TIC 279741379","GJ 143",0.695000,0.030000,-0.030000,0.730000,0.070000,-0.070000,4640.00,100.00,-100.00,16.32000000,"b",35.61253000000,0.00060000000,-0.00062000000,2.61000000,0.17000000,-0.16000000,22.70000000,2.20000000,-1.90000000,"Mass",89.33000,0.15000,-0.11000,0.188000,0.076000,-0.078000,1,2458385.92502000,0.00054000,-0.00055000
"TIC 279741379","GJ 143",0.695000,0.030000,-0.030000,0.730000,0.070000,-0.070000,4640.00,100.00,-100.00,16.32000000,"c",7.78993000000,0.00051000000,-0.00044000000,0.89200000,0.06400000,-0.05800000,3.70000000,,,"Mass",88.90000,0.50000,-0.37000,,,,1,2458371.22870000,0.00160000,-0.00150000
"TIC 387518186","LSPM J2116+0234",0.431000,0.015000,-0.015000,0.430000,0.031000,-0.031000,3475.00,51.00,-51.00,17.62970000,"b",14.43990000000,0.00780000000,-0.00870000000,3.71000000,,,13.30000000,1.00000000,-1.10000000,"Msini",,,,0.183000,0.062000,-0.063000,0,2457573.60000000,1.10000000,-1.10000000
"TIC 15445551","WASP-87",1.627000,0.062000,-0.062000,1.204000,0.093000,-0.093000,6450.00,120.00,-120.00,298.39200000,"b",1.68279500000,0.00000190000,-0.00000190000,15.52446500,0.67254000,-0.67254000,692.86940000,47.67450000,-47.67450000,"Mass",81.07000,0.63000,-0.63000,0.000000,,,1,2457082.07656000,0.00021000,-0.00021000
"TIC 467651916","TOI-4602",1.156640,,,1.116795,,,6011.90,,,63.06370000,"b",3.98120910000,,,2.55044900,0.78361240,-0.78361240,7.04000000,,,"M-R relationship",,,,,,,1,2460655.20188800,0.00181690,-0.00181690
,"OGLE-2015-BLG-1649L",,,,0.340000,0.190000,-0.190000,,,,4230.00000000,"b",,,,13.20000000,,,807.00000000,470.00000000,-442.00000000,"Mass",,,,,,,0,,,
"TIC 103751498","Qatar-8",1.315000,0.020000,-0.020000,1.029000,0.051000,-0.051000,5738.00,51.00,-51.00,281.49800000,"b",3.71495000000,0.00100000000,-0.00100000000,14.40356500,0.24659800,-0.24659800,117.91493000,19.70546000,-19.70546000,"Mass",89.29000,0.70000,-0.70000,0.000000,,,1,2458210.83980000,0.00085000,-0.00085000
